Station,Date & Time (Summer),Global radiation (W/m^2),Relative humidity (%),Temperature (ï¿½ï,Maximum 1 minute wind speed (m/s),Gust wind speed (m/s)
Yotvata,01/05/2021 14:00,960,9,37.3,4.8,7
Yotvata,02/05/2021 14:00,936,12,36.2,5.5,7.2
Yotvata,03/05/2021 14:00,906,12,37,4.1,5.3
Yotvata,04/05/2021 14:00,928,10,38.2,3.8,5.7
Yotvata,05/05/2021 14:00,967,9,40.5,2,2.5
Yotvata,06/05/2021 14:00,921,10,37.5,4.8,6.2
Yotvata,07/05/2021 14:00,566,13,35.7,3.4,4.5
Yotvata,08/05/2021 14:00,929,11,35.8,2.5,3.2
Yotvata,09/05/2021 14:00,912,7,41.6,2.1,2.4
Yotvata,10/05/2021 14:00,519,12,40.2,4.4,5.9
Yotvata,11/05/2021 14:00,903,21,34.7,4.3,5.9
Yotvata,12/05/2021 14:00,945,17,33.9,5.2,7.6
Yotvata,13/05/2021 14:00,984,17,33.5,4.2,7.7
Yotvata,14/05/2021 14:00,1030,14,32.9,5.6,7.9
Yotvata,15/05/2021 14:00,1010,17,33.2,5.3,6.7
Yotvata,16/05/2021 14:00,1020,8,36.4,3,4.1
Yotvata,17/05/2021 14:00,972,20,36,3.1,4.5
Yotvata,18/05/2021 14:00,988,22,32.6,6,7.9
Yotvata,19/05/2021 14:00,972,18,34,8.1,12.4
Yotvata,20/05/2021 14:00,943,25,34.7,6.9,8.7
Yotvata,21/05/2021 14:00,905,31,33.3,5,6.2
Yotvata,22/05/2021 14:00,976,32,30.5,4.7,5.8
Yotvata,23/05/2021 14:00,1012,26,29.4,5.7,7.4
Yotvata,24/05/2021 14:00,1008,19,31.9,5.9,7.6
Yotvata,25/05/2021 14:00,1004,20,34.5,3.5,5.9
Yotvata,26/05/2021 14:00,998,15,38.5,5.1,6.8
Yotvata,27/05/2021 14:00,1002,12,38.7,4.5,5.7
Yotvata,28/05/2021 14:00,1006,11,37.4,4.5,6
Yotvata,29/05/2021 14:00,973,22,35.4,4.7,6
Yotvata,30/05/2021 14:00,1025,12,35.7,4.1,5.2
Yotvata,31/05/2021 14:00,947,9,43.2,1.8,2.2
Yotvata,01/06/2021 14:00,945,19,37.9,4.7,5.8
Yotvata,02/06/2021 14:00,980,20,33.6,6,7.7
Yotvata,03/06/2021 14:00,858,19,31.7,7,9.1
Yotvata,04/06/2021 14:00,1011,20,31.9,5.5,8.4
Yotvata,05/06/2021 14:00,1010,18,32.1,5.1,7.4
Yotvata,06/06/2021 14:00,1014,18,33.7,6.7,9.9
Yotvata,07/06/2021 14:00,1009,21,34,5.2,7.4
Yotvata,08/06/2021 14:00,1018,21,33.4,4.9,7.4
Yotvata,09/06/2021 14:00,1002,15,37.7,5.6,8.1
Yotvata,10/06/2021 14:00,958,13,40.4,4,4.9
Yotvata,11/06/2021 14:00,956,17,36.8,4.3,5.3
Yotvata,12/06/2021 14:00,964,16,38.7,5.5,7.5
Yotvata,13/06/2021 14:00,975,15,38.5,4.8,6.4
Yotvata,14/06/2021 14:00,966,28,33.3,6.1,7.4
Yotvata,15/06/2021 14:00,1024,21,32.9,5.1,6.7
Yotvata,16/06/2021 14:00,1003,20,33.7,2.9,3.7
Yotvata,17/06/2021 14:00,1022,21,32.6,5.1,6.9
Yotvata,18/06/2021 14:00,1003,23,33.4,6,8.1
Yotvata,19/06/2021 14:00,1012,20,33.9,4.9,6.7
Yotvata,20/06/2021 14:00,993,25,33.9,4,5.5
Yotvata,21/06/2021 14:00,984,19,35.4,4.4,5.2
Yotvata,22/06/2021 14:00,978,20,36.7,3.5,5
Yotvata,23/06/2021 14:00,986,26,35.1,4.4,5.4
Yotvata,24/06/2021 14:00,988,22,36.6,6.6,8.6
Yotvata,25/06/2021 14:00,1003,19,37.5,4.5,5.8
Yotvata,26/06/2021 14:00,999,21,37.4,4.5,6.6
Yotvata,27/06/2021 14:00,992,19,38.8,5,7.3
Yotvata,28/06/2021 14:00,994,16,40.5,5.6,7.6
Yotvata,29/06/2021 14:00,997,13,40.6,4.6,6
Yotvata,30/06/2021 14:00,1001,14,40.1,4.9,7.2
Yotvata,01/07/2021 14:00,1013,13,39.6,4.3,4.7
Yotvata,02/07/2021 14:00,1018,11,39.1,3.3,3.9
Yotvata,03/07/2021 14:00,997,10,42,3.1,3.7
Yotvata,04/07/2021 14:00,1003,19,36.5,4.9,6.9
Yotvata,05/07/2021 14:00,994,24,35.3,3.8,6
Yotvata,06/07/2021 14:00,1008,22,35.9,4,4.9
Yotvata,07/07/2021 14:00,1002,16,37.3,5,6.7
Yotvata,08/07/2021 14:00,996,16,38.8,4.8,7
Yotvata,09/07/2021 14:00,988,22,37.6,4.9,5.7
Yotvata,10/07/2021 14:00,991,18,37.4,4.4,5.3
Yotvata,11/07/2021 14:00,987,21,37.7,5,6.2
Yotvata,12/07/2021 14:00,986,16,38.8,4.9,6.2
Yotvata,13/07/2021 14:00,978,16,38.4,5,5.8
Yotvata,14/07/2021 14:00,996,19,36.8,5.2,6.6
Yotvata,15/07/2021 14:00,981,13,38.8,5,7.2
Yotvata,16/07/2021 14:00,974,14,39.6,4.4,5.2
Yotvata,17/07/2021 14:00,983,11,40,5.3,6.9
Yotvata,18/07/2021 14:00,978,13,41.2,6.9,7.7
Yotvata,19/07/2021 14:00,938,17,40.2,5.8,7.6
Yotvata,20/07/2021 14:00,934,18,38.9,4.8,7
Yotvata,21/07/2021 14:00,941,18,38.1,5.4,7.6
Yotvata,22/07/2021 14:00,958,24,36,4.1,5.2
Yotvata,23/07/2021 14:00,945,29,36,3.3,4.1
Yotvata,24/07/2021 14:00,968,27,34.8,5.2,5.4
Yotvata,25/07/2021 14:00,957,27,36.5,4.6,5.5
Yotvata,26/07/2021 14:00,955,25,37.7,4.5,5.7
Yotvata,27/07/2021 14:00,971,17,37.9,6.1,8.4
Yotvata,28/07/2021 14:00,995,15,38.5,5.7,7.1
Yotvata,29/07/2021 14:00,984,17,38,6.1,8.1
Yotvata,30/07/2021 14:00,984,14,38.2,3.1,3.3
Yotvata,31/07/2021 14:00,898,14,38.8,2.3,2.9
Yotvata,01/08/2021 14:00,936,9,39.8,3.1,4.1
Yotvata,02/08/2021 14:00,944,11,40.8,3.5,4
Yotvata,03/08/2021 14:00,932,9,40.7,2.6,3
Yotvata,04/08/2021 14:00,936,10,42.3,2.9,3.9
Yotvata,05/08/2021 14:00,932,9,42.4,2.7,3.4
Yotvata,06/08/2021 14:00,920,9,42.9,2.3,3.4
Yotvata,07/08/2021 14:00,960,7,43.1,3.2,4.1
Yotvata,08/08/2021 14:00,915,25,40.2,4,5
Yotvata,09/08/2021 14:00,960,16,38.4,4.3,5.9
Yotvata,10/08/2021 14:00,950,18,38.4,5.8,7.7
Yotvata,11/08/2021 14:00,946,20,38.3,6.1,7.9
Yotvata,12/08/2021 14:00,957,16,38.9,3.9,5.1
Yotvata,13/08/2021 14:00,938,15,39,3.2,3.9
Yotvata,14/08/2021 14:00,936,18,39.2,5.4,7.3
Yotvata,15/08/2021 14:00,960,16,38.2,7.3,9.9
Yotvata,16/08/2021 14:00,972,14,37.5,5.7,7.3
Yotvata,17/08/2021 14:00,986,11,37,4.4,5.5
Yotvata,18/08/2021 14:00,954,22,36.3,5.6,7.9
Yotvata,19/08/2021 14:00,949,26,35.5,5.1,6.7
Yotvata,20/08/2021 14:00,950,20,37.3,4.9,7.3
Yotvata,21/08/2021 14:00,925,30,37.4,5.1,6.8
Yotvata,22/08/2021 14:00,921,26,37.2,5.6,7.9
Yotvata,23/08/2021 14:00,926,20,36.4,3.9,5.6
Yotvata,24/08/2021 14:00,906,28,36.6,4.3,6
Yotvata,25/08/2021 14:00,896,24,38.1,6,7.3
Yotvata,26/08/2021 14:00,870,30,37.5,6.2,8.6
Yotvata,27/08/2021 14:00,826,34,37.9,6.6,8.1
Yotvata,28/08/2021 14:00,863,29,38.5,4.8,6.6
Yotvata,29/08/2021 14:00,893,17,37.9,6.4,8
Yotvata,30/08/2021 14:00,879,17,38.7,6.4,8.4
Yotvata,31/08/2021 14:00,857,33,36,6.9,8.9
Yotvata,01/09/2021 14:00,843,36,35.7,5.9,7.4
Yotvata,02/09/2021 14:00,855,31,35.8,5.8,7.9
Yotvata,03/09/2021 14:00,889,33,35.5,5,6
Yotvata,04/09/2021 14:00,855,30,35.8,5.5,7.4
Yotvata,05/09/2021 14:00,842,26,35.4,5.3,6.9
Yotvata,06/09/2021 14:00,869,28,33.9,4.1,5.5
Yotvata,07/09/2021 14:00,869,23,34.6,5.7,7.6
Yotvata,08/09/2021 14:00,852,23,36.1,5,6.3
Yotvata,09/09/2021 14:00,894,13,39.4,5.9,7.9
Yotvata,10/09/2021 14:00,870,37,34.8,5.4,7.1
Yotvata,11/09/2021 14:00,882,35,31.9,5.8,7.2
Yotvata,12/09/2021 14:00,887,28,32.2,5,6.2
Yotvata,13/09/2021 14:00,872,14,38,2.7,4
Yotvata,14/09/2021 14:00,840,26,36.3,2.6,3.1
Yotvata,15/09/2021 14:00,874,24,36.2,4.1,5.5
Yotvata,16/09/2021 14:00,846,28,32.9,4.9,6.3
Yotvata,17/09/2021 14:00,839,34,31.8,6.1,7.9
Yotvata,18/09/2021 14:00,840,29,33.5,7.7,9.5
Yotvata,19/09/2021 14:00,838,26,34.9,6.7,8.2
Yotvata,20/09/2021 14:00,826,21,36,6.8,8.9
Yotvata,21/09/2021 14:00,819,25,35.5,5.7,7.4
Yotvata,22/09/2021 14:00,851,19,36,4.4,5.7
Yotvata,23/09/2021 14:00,843,20,34.2,4.7,5.9
Yotvata,24/09/2021 14:00,1013,31,33,4.7,5.9
Yotvata,25/09/2021 14:00,828,27,31.3,6.2,8
Yotvata,26/09/2021 14:00,817,23,35.3,3.7,5.7
Yotvata,27/09/2021 14:00,791,37,31.9,3.4,4.3
Yotvata,28/09/2021 14:00,824,34,30.5,4.3,5.6
Yotvata,29/09/2021 14:00,829,30,31.6,5.3,7.3
Yotvata,30/09/2021 14:00,811,27,32.6,4.7,5.9
Yotvata,01/10/2021 14:00,790,35,31.6,6.2,7.9
Yotvata,02/10/2021 14:00,777,42,30.9,4.2,5.3
Yotvata,03/10/2021 14:00,799,30,31.1,4.6,5.9
Yotvata,04/10/2021 14:00,785,34,31.5,4.9,7.5
Yotvata,05/10/2021 14:00,780,32,30.8,6.8,9
Yotvata,06/10/2021 14:00,769,37,29.9,4.4,5.8
Yotvata,07/10/2021 14:00,773,29,31.1,4.8,5.9
Yotvata,08/10/2021 14:00,770,34,31.3,2.5,3.8
Yotvata,09/10/2021 14:00,753,34,32.3,5.6,8
Yotvata,10/10/2021 14:00,740,32,32.5,5.7,7.6
Yotvata,11/10/2021 14:00,501,34,31.8,4.1,5.5
Yotvata,12/10/2021 14:00,715,20,36.5,6.2,7.7
Yotvata,13/10/2021 14:00,659,27,32.7,5.3,6.6
Yotvata,14/10/2021 14:00,729,26,32.3,4.1,5.6
Yotvata,15/10/2021 14:00,623,24,33.3,3.9,5
Yotvata,16/10/2021 14:00,737,23,33.8,3.4,4
Yotvata,17/10/2021 14:00,659,15,33.4,2.1,3.4
Yotvata,18/10/2021 14:00,728,31,29,4.3,6
Yotvata,19/10/2021 14:00,735,32,28.2,4.6,5.9
Yotvata,20/10/2021 14:00,713,33,28.5,5.1,6.3
Yotvata,21/10/2021 14:00,687,40,28.8,6,7.1
Yotvata,22/10/2021 14:00,687,38,28.5,5,6.9
Yotvata,23/10/2021 14:00,700,34,28,4.3,5
Yotvata,24/10/2021 14:00,699,35,27.8,5.8,7.8
Yotvata,25/10/2021 14:00,681,40,28,3.4,4.5
Yotvata,26/10/2021 14:00,679,42,27.7,4.1,5.7
Yotvata,27/10/2021 14:00,680,34,29,5,6.9
Yotvata,28/10/2021 14:00,655,23,31.3,2.6,3.5
Yotvata,29/10/2021 14:00,649,12,34.5,6.7,9.1
Yotvata,30/10/2021 14:00,345,36,30,2.3,2.6
Yotvata,31/10/2021 14:00,172,33,29,2.4,2.8
Yotvata,01/11/2021 14:00,630,24,32.7,2,2.5
Yotvata,02/11/2021 14:00,620,37,29.5,5.2,6.5
Yotvata,03/11/2021 14:00,644,38,28,6.3,8.2
Yotvata,04/11/2021 14:00,639,40,28.3,6.3,8.2
Yotvata,05/11/2021 14:00,634,31,30.4,4.9,7.1
Yotvata,06/11/2021 14:00,644,23,31.5,4.6,6.4
Yotvata,08/11/2021 14:00,658,14,32.5,3.8,4.9
Yotvata,09/11/2021 14:00,648,13,31.9,4.7,6.4
Yotvata,10/11/2021 14:00,352,14,29.9,3.3,4.1
Yotvata,11/11/2021 14:00,619,32,25.3,4.4,5.7
Yotvata,12/11/2021 14:00,629,23,27.4,6.1,7.6
Yotvata,13/11/2021 14:00,195,24,25.9,1.3,1.5
Yotvata,14/11/2021 14:00,560,30,26.8,3.8,5
Yotvata,15/11/2021 14:00,576,28,26.2,1.8,2.5
Yotvata,16/11/2021 14:00,525,37,27,2.9,4.9
Yotvata,17/11/2021 14:00,570,30,27.8,2.6,3.9
Yotvata,18/11/2021 14:00,578,45,25.4,4,4.9
Yotvata,19/11/2021 14:00,598,47,24.3,2.8,3.9
Yotvata,20/11/2021 14:00,591,41,23,3.3,4.6
Yotvata,21/11/2021 14:00,606,37,22.2,2.5,3.2
Yotvata,22/11/2021 14:00,591,33,23.6,1.7,2.2
Yotvata,23/11/2021 14:00,598,34,24.6,5.9,7.6
Yotvata,24/11/2021 14:00,581,33,24.8,4.7,8.4
Yotvata,25/11/2021 14:00,557,35,24.6,3.5,4.7
Yotvata,26/11/2021 14:00,567,44,23.7,5.7,8.1
Yotvata,27/11/2021 14:00,590,35,25,4.3,5.7
Yotvata,28/11/2021 14:00,592,25,28.3,3.9,4.9
Yotvata,29/11/2021 14:00,585,17,29.5,4.5,6.1
Yotvata,30/11/2021 14:00,504,16,31.2,1.4,1.7
Yotvata,01/12/2021 14:00,613,39,24.5,5,6.7
Yotvata,02/12/2021 14:00,582,38,22.3,4.8,5.8
Yotvata,03/12/2021 14:00,697,36,22.7,4.9,5.5
Yotvata,04/12/2021 14:00,480,32,23.4,2.7,3.2
Yotvata,05/12/2021 14:00,557,24,24.9,9.9,13.8
Yotvata,06/12/2021 14:00,558,19,24.4,4,6.3
Yotvata,07/12/2021 14:00,421,26,24.3,4.8,7.6
Yotvata,08/12/2021 14:00,580,14,22,3.2,4
Yotvata,09/12/2021 14:00,560,36,21,3.2,3.9
Yotvata,10/12/2021 14:00,442,19,25.9,1.4,1.7
Yotvata,11/12/2021 14:00,455,26,23.7,4.1,5.6
Yotvata,12/12/2021 14:00,341,28,23.6,3.4,4.9
Yotvata,13/12/2021 14:00,276,24,24.7,1.5,2
Yotvata,14/12/2021 14:00,539,21,25.3,2.5,2.8
Yotvata,15/12/2021 14:00,423,40,20.3,3.1,3.6
Yotvata,16/12/2021 14:00,450,36,18.2,2.2,2.9
Yotvata,17/12/2021 14:00,572,41,18.9,3,3.6
Yotvata,18/12/2021 14:00,571,37,18.7,2.6,3.7
Yotvata,19/12/2021 14:00,576,31,18.7,2.6,3.2
Yotvata,20/12/2021 14:00,667,26,19.2,7.1,9.4
Yotvata,21/12/2021 14:00,537,31,17.9,3,3.6
Yotvata,22/12/2021 14:00,584,40,19.1,2.4,2.8
Yotvata,23/12/2021 14:00,359,43,18.5,4.7,5.6
Yotvata,24/12/2021 14:00,641,46,17.6,2.1,3.1
Yotvata,25/12/2021 14:00,592,37,18,6.2,8.6
Yotvata,26/12/2021 14:00,578,37,18.4,6.5,9.1
Yotvata,27/12/2021 14:00,567,34,19.9,5.3,6.6
Yotvata,28/12/2021 14:00,591,36,20,3.4,4.7
Yotvata,29/12/2021 14:00,551,50,18.4,2.3,2.9
Yotvata,30/12/2021 14:00,418,42,19.4,2.7,3.4
Yotvata,31/12/2021 14:00,362,51,20,1.6,2
Yotvata,01/01/2022 14:00,582,64,18.6,3.4,5.6
Yotvata,02/01/2022 14:00,101,66,16.7,2.3,2.6
Yotvata,03/01/2022 14:00,539,77,15.5,1.5,2
Yotvata,04/01/2022 14:00,614,46,18.1,3.3,3.7
Yotvata,05/01/2022 14:00,614,41,19.1,2.9,3.4
Yotvata,06/01/2022 14:00,617,45,20.5,2.8,3.3
Yotvata,07/01/2022 14:00,614,38,21.1,3.2,3.4
Yotvata,08/01/2022 14:00,608,36,20.1,3.3,3.6
Yotvata,09/01/2022 14:00,329,48,23.8,8.3,11.7
Yotvata,10/01/2022 14:00,636,39,17.3,2.2,2.7
Yotvata,11/01/2022 14:00,628,43,17.7,2.2,2.8
Yotvata,12/01/2022 14:00,451,51,19,1.5,1.9
Yotvata,13/01/2022 14:00,612,21,20.6,2.4,3
Yotvata,14/01/2022 14:00,421,36,17.2,4.7,6.1
Yotvata,15/01/2022 14:00,478,49,14.3,5.5,7.6
Yotvata,16/01/2022 14:00,95,39,16.5,4.5,5
Yotvata,17/01/2022 14:00,-,36,13.5,6.1,8.6
Yotvata,18/01/2022 14:00,-,29,13.9,3.6,4.5
Yotvata,19/01/2022 14:00,244,51,13.3,1.8,2.6
Yotvata,20/01/2022 14:00,-,43,13.1,2.1,2.8
Yotvata,21/01/2022 14:00,-,36,15.1,7.1,8.5
Yotvata,22/01/2022 14:00,-,40,15.4,2.8,3.6
Yotvata,23/01/2022 14:00,-,31,17.9,2.5,3
Yotvata,24/01/2022 14:00,-,35,16,3,3.6
Yotvata,25/01/2022 14:00,-,41,15.1,3.9,4.7
Yotvata,26/01/2022 14:00,-,34,15.6,3.6,5.8
Yotvata,27/01/2022 14:00,177,38,14,4,5
Yotvata,28/01/2022 14:00,696,41,14.7,3,3.6
Yotvata,29/01/2022 14:00,701,33,16.7,3.5,4.1
Yotvata,30/01/2022 14:00,701,41,16.6,3.9,5
Yotvata,31/01/2022 14:00,768,28,18,2.5,3.3
Yotvata,01/02/2022 14:00,715,38,17.5,3.3,3.9
Yotvata,02/02/2022 14:00,733,27,20.4,2.9,3.6
Yotvata,03/02/2022 14:00,665,32,22.8,6.7,8.7
Yotvata,04/02/2022 14:00,195,33,17.1,7.5,9.5
Yotvata,05/02/2022 14:00,212,43,15.7,1.5,1.9
Yotvata,06/02/2022 14:00,729,35,17.9,2.8,3.9
Yotvata,07/02/2022 14:00,728,32,19.6,2.7,3.6
Yotvata,08/02/2022 14:00,754,23,21.8,2,2.6
Yotvata,09/02/2022 14:00,750,16,24,2.2,2.5
Yotvata,10/02/2022 14:00,250,38,15.5,2.3,2.8
Yotvata,11/02/2022 14:00,757,44,16.7,3.6,4.7
Yotvata,12/02/2022 14:00,750,36,19.1,5.6,7
Yotvata,13/02/2022 14:00,774,19,22.7,2.4,3
Yotvata,14/02/2022 14:00,766,41,19.4,4.6,6.5
Yotvata,15/02/2022 14:00,762,38,19.6,6.4,8.2
Yotvata,16/02/2022 14:00,771,37,19.4,4.6,6
Yotvata,17/02/2022 14:00,381,41,19.1,4.4,6.5
Yotvata,18/02/2022 14:00,580,40,20.4,5,5.9
Yotvata,19/02/2022 14:00,83,82,12.4,1.5,2.1
Yotvata,20/02/2022 14:00,764,59,16.3,3.3,4.3
Yotvata,21/02/2022 14:00,806,39,20.8,2.3,2.7
Yotvata,22/02/2022 14:00,775,42,21.8,2.7,3.9
Yotvata,23/02/2022 14:00,800,32,23.8,2.4,3.1
Yotvata,24/02/2022 14:00,545,36,20.4,3.7,4.4
Yotvata,25/02/2022 14:00,332,34,18.6,8.2,10.4
Yotvata,26/02/2022 14:00,823,32,18.8,3,3.5
Yotvata,27/02/2022 14:00,816,39,20.9,3.1,4.4
Yotvata,28/02/2022 14:00,827,37,21.5,4.5,6
Yotvata,01/03/2022 14:00,807,35,22.5,4.5,5.4
Yotvata,02/03/2022 14:00,511,27,25.8,2.3,2.7
Yotvata,03/03/2022 14:00,825,23,21,4.7,5.8
Yotvata,04/03/2022 14:00,861,31,19.5,3.7,5
Yotvata,05/03/2022 14:00,833,34,21.2,6.1,8
Yotvata,06/03/2022 14:00,838,16,27.7,9.4,14.5
Yotvata,07/03/2022 14:00,845,34,22.9,4.1,5.6
Yotvata,08/03/2022 14:00,510,35,22.5,4.5,6.2
Yotvata,09/03/2022 14:00,777,24,27,3,4
Yotvata,10/03/2022 14:00,909,33,21.3,4.2,4.9
Yotvata,11/03/2022 14:00,716,27,17.6,5.8,8.4
Yotvata,12/03/2022 14:00,896,33,15.7,4.3,5.5
Yotvata,13/03/2022 14:00,901,22,18,4.6,6.4
Yotvata,14/03/2022 14:00,896,30,15.9,5.2,6.2
Yotvata,15/03/2022 14:00,968,38,14.7,3.3,4.4
Yotvata,16/03/2022 14:00,928,22,15.8,7.1,8.5
Yotvata,17/03/2022 14:00,891,23,18.6,3.4,4
Yotvata,18/03/2022 14:00,905,24,20.6,4.2,6.2
Yotvata,19/03/2022 14:00,854,33,20.3,4.6,5.7
Yotvata,20/03/2022 14:00,854,35,17.3,7.6,9.9
Yotvata,21/03/2022 14:00,653,31,17.6,5.5,8.3
Yotvata,22/03/2022 14:00,890,27,18.6,5,6.8
Yotvata,23/03/2022 14:00,979,27,18.6,3.3,4.8
Yotvata,24/03/2022 14:00,997,23,19.3,7.3,9.2
Yotvata,25/03/2022 14:00,972,28,18.4,4.7,5.9
Yotvata,26/03/2022 14:00,927,27,20,3.9,5.2
Yotvata,27/03/2022 14:00,960,9,23.1,4.4,5.6
Yotvata,28/03/2022 14:00,913,25,23.7,6.8,8.9
Yotvata,29/03/2022 14:00,882,7,31.6,2.6,3
Yotvata,30/03/2022 14:00,888,12,28.4,4.2,4.9
Yotvata,31/03/2022 14:00,909,16,28.1,5.2,7
Yotvata,01/04/2022 14:00,838,10,34,2.9,4.4
Yotvata,02/04/2022 14:00,852,8,36.4,2.1,2.8
Yotvata,03/04/2022 14:00,697,11,32.5,5.7,7.9
Yotvata,04/04/2022 14:00,867,11,31.2,7.9,10.1
Yotvata,05/04/2022 14:00,922,8,35.4,3.7,5.1
Yotvata,06/04/2022 14:00,805,5,41,9.7,13.6
Yotvata,07/04/2022 14:00,788,9,33.9,2.4,3.4
Yotvata,08/04/2022 14:00,608,7,39.1,8.4,12.4
Yotvata,09/04/2022 14:00,974,23,28.3,5.4,8
Yotvata,10/04/2022 14:00,845,29,30.6,4.5,5.4
Yotvata,11/04/2022 14:00,883,23,31.2,4.4,5.9
Yotvata,12/04/2022 14:00,980,27,23.9,4.4,5.7
Yotvata,13/04/2022 14:00,954,29,24.2,7.2,8.8
Yotvata,14/04/2022 14:00,972,24,25.9,5.4,7.4
Yotvata,15/04/2022 14:00,949,21,27.8,4.6,6.7
Yotvata,16/04/2022 14:00,975,10,29.6,4.2,5.5
Yotvata,17/04/2022 14:00,864,8,34.7,2.6,3.2
Yotvata,18/04/2022 14:00,680,6,38.2,7.5,11.5
Yotvata,19/04/2022 14:00,742,35,28.4,5,6.3
Yotvata,20/04/2022 14:00,948,29,25.1,6.7,8.5
Yotvata,21/04/2022 14:00,956,24,25.6,7.6,9.7
Yotvata,22/04/2022 14:00,531,26,28.1,4.5,5.9
Yotvata,23/04/2022 14:00,943,27,30.8,3.2,4.2
Yotvata,24/04/2022 14:00,933,23,31.3,3.4,3.9
Yotvata,25/04/2022 14:00,894,21,33.4,5.9,7.3
Yotvata,26/04/2022 14:00,920,12,36.3,4.2,5.2
Yotvata,27/04/2022 14:00,905,16,34.6,5.1,6.8
Yotvata,28/04/2022 14:00,903,16,31.5,4.4,6.2
Yotvata,29/04/2022 14:00,917,13,35.9,6.4,8.5
Yotvata,30/04/2022 14:00,927,11,36.1,9.6,13.3
Yotvata,01/05/2022 14:00,936,16,31.6,4.5,6.7
Yotvata,02/05/2022 14:00,924,14,32.9,1.9,2.2
Yotvata,03/05/2022 14:00,920,8,36.2,10.3,14.4
Yotvata,04/05/2022 14:00,922,26,29.4,3.8,4.8
Yotvata,05/05/2022 14:00,965,24,27.4,4.5,5.7
Yotvata,06/05/2022 14:00,956,27,25.4,3.1,4.6
Yotvata,07/05/2022 14:00,971,12,26.7,2.9,4.1
Yotvata,08/05/2022 14:00,944,12,29.8,4.4,5.6
Yotvata,09/05/2022 14:00,852,11,34.7,5.1,6.7
Yotvata,10/05/2022 14:00,958,16,31.4,5.7,6.8
Yotvata,11/05/2022 14:00,991,14,32,5.8,6.6
Yotvata,12/05/2022 14:00,951,17,31,4.4,5.7
Yotvata,13/05/2022 14:00,869,17,33.2,3.9,6.3
Yotvata,14/05/2022 14:00,855,8,41.9,5.7,7.9
Yotvata,15/05/2022 14:00,968,20,32.8,3.9,4.9
Yotvata,16/05/2022 14:00,794,16,30.2,5.8,10.4
Yotvata,17/05/2022 14:00,1003,17,32.5,6.1,7.3
Yotvata,18/05/2022 14:00,1020,13,33.8,5.5,6.4
Yotvata,19/05/2022 14:00,1033,12,34.4,5.7,7.1
Yotvata,20/05/2022 14:00,814,11,35.7,5.3,8.4
Yotvata,21/05/2022 14:00,955,11,36.7,3.6,4.5
Yotvata,22/05/2022 14:00,587,21,30,6,7.1
Yotvata,23/05/2022 14:00,994,16,31.9,5.8,7
Yotvata,24/05/2022 14:00,1006,15,33.7,5.3,7.2
Yotvata,25/05/2022 14:00,1001,13,34.9,5.6,7.8
Yotvata,26/05/2022 14:00,957,20,34.7,5.5,8
Yotvata,27/05/2022 14:00,928,17,36,4.9,6.6
Yotvata,28/05/2022 14:00,913,21,35.7,4.4,5.6
Yotvata,29/05/2022 14:00,944,17,36.2,4.5,7.2
Yotvata,30/05/2022 14:00,958,13,38.3,5.5,6.9
Yotvata,31/05/2022 14:00,956,14,37.6,4.4,7.4
Yotvata,01/06/2022 14:00,952,24,34.5,6.2,9.2
Yotvata,02/06/2022 14:00,969,20,35.1,3.8,5.9
Yotvata,03/06/2022 14:00,995,18,37,3.2,4.2
Yotvata,04/06/2022 14:00,967,13,37.3,3.8,5.4
Yotvata,05/06/2022 14:00,954,13,38.2,5.9,6.7
Yotvata,06/06/2022 14:00,816,14,36.4,4.7,5.6
Yotvata,07/06/2022 14:00,961,16,36.1,4.2,4.9
Yotvata,08/06/2022 14:00,949,21,36.7,4.4,6.3
Yotvata,09/06/2022 14:00,967,12,39.9,4.6,6.4
Yotvata,10/06/2022 14:00,956,13,40.1,5.4,6.4
Yotvata,11/06/2022 14:00,997,9,40,4.6,5.8
Yotvata,12/06/2022 14:00,935,18,40.4,4.9,6
Yotvata,13/06/2022 14:00,951,29,33.4,6.2,7.2
Yotvata,14/06/2022 14:00,951,21,34.8,3.3,3.8
Yotvata,15/06/2022 14:00,945,23,35.2,4.8,7.7
Yotvata,16/06/2022 14:00,937,27,34.8,7.2,9.5
Yotvata,17/06/2022 14:00,913,33,35.1,4.6,6.8
Yotvata,18/06/2022 14:00,945,25,36.7,5.2,6.7
Yotvata,19/06/2022 14:00,968,21,36.1,6.3,8.4
Yotvata,20/06/2022 14:00,963,24,35,4.7,6.6
Yotvata,21/06/2022 14:00,968,24,33,5.2,7.1
Yotvata,22/06/2022 14:00,957,32,31.4,5.3,6.7
Yotvata,23/06/2022 14:00,960,22,35.2,5.9,7.4
Yotvata,24/06/2022 14:00,956,14,38.2,3.3,4.5
Yotvata,25/06/2022 14:00,944,17,39.2,5.8,7.7
Yotvata,26/06/2022 14:00,970,22,34.1,4,5.5
Yotvata,27/06/2022 14:00,961,17,37,5.1,6.2
Yotvata,28/06/2022 14:00,943,24,36.4,5.2,6
Yotvata,29/06/2022 14:00,957,21,35.8,4.7,7
Yotvata,30/06/2022 14:00,947,19,36.7,3.4,4.4
Yotvata,01/07/2022 14:00,922,24,36.9,2.3,3
Yotvata,02/07/2022 14:00,949,22,35.4,4,4.9
Yotvata,03/07/2022 14:00,957,16,36.8,4.2,5.4
Yotvata,04/07/2022 14:00,950,17,37.3,3.7,4.9
